"CI Number"	"Name"	"CI Status"	"Type"	"Manufacturer"	"Model"	"Solution"	"Environnement"	"Server Role"	"Critical Level"	"Supported by company"	"Location (Full)"	"GxP Impact"	"Monitoring"	"Availability"	"PRA"	"Complexity/Application IT Criticity"	"SLA Uplift"	"Technical Support Group"	"Application Support Group"	"Maintenance Group"	"Maintenance Schedule"	
"SAEUA043\AIC"	"SAEUA043\AIC"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"AIC"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Scheduling"	""	""	""	
"SAEUA043\IIS"	"SAEUA043\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"AIC"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUA044"	"SAEUA044"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"TMES"	"KLIF"	"Web Server (ATUP)"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W1- Pilot"	"W1- Pilot"	
"SAEUA044\IIS"	"SAEUA044\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"TMES"	"KLIF"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUA045"	"SAEUA045"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"TMES"	"KLIF"	"MES Server-1"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W1-Pilot"	"W1-Pilot"	
"SAEUA045\IIS"	"SAEUA045\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"TMES"	"KLIF"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUA046"	"SAEUA046"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"TMES"	"KLIF"	"RDS Session Host (ATUP)"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W1-Pilot"	"W1-Pilot"	
"SAEUA046\IIS"	"SAEUA046\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"TMES"	"KLIF"	""	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUA046\RDS (Terminal)"	"SAEUA046\RDS (Terminal)"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"TMES"	"KLIF"	""	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Average"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUA047"	"SAEUA047"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"TMES"	"KLIF"	"DB Server"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W1-Pilot"	"W1-Pilot"	
"SAEUA048"	"SAEUA048"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"TMES"	"KLIF"	"MES Server-2 AZUC_202"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W1-Pilot"	"W1-Pilot"	
"SAEUA048\IIS"	"SAEUA048\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"TMES"	"KLIF"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUA049"	"SAEUA049"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"BAST"	"PRD"	"CPM"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"SAEUA050"	"SAEUA050"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"BAST"	"PRD"	"PSM Tier 0 1/2"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA051"	"SAEUA051"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"BAST"	"PRD"	"PSM Tier 0"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA052"	"SAEUA052"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"BAST"	"PRD"	"PSM Tier 1"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA053"	"SAEUA053"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"BAST"	"PRD"	"PSM Tier 1"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA054"	"SAEUA054"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"BAST"	"PRD"	"PSM Tier 2"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA055"	"SAEUA055"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"BAST"	"PRD"	"PSM Tier 2"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA057"	"SAEUA057"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"VPMS"	"PRD"	"RDS host Tier 2 2/2"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"SAEUA058"	"SAEUA058"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"VPMS"	"PRD"	"RDS Host Tier 2 1/2"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA059"	"SAEUA059"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"VPMS"	"PRD"	"RDS host Tier 1 2/2"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA060"	"SAEUA060"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"VPMS"	"PRD"	"RDS Host Tier 1 1/2"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA061"	"SAEUA061"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"VPMS"	"PRD"	"RDS Host Tier 0 2/2"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA062"	"SAEUA062"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"VPMS"	"PRD"	"RDS Host Tier 0 1/2"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA063"	"SAEUA063"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"VPMS"	"PRD"	"RDS Broker server"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA064"	"SAEUA064"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"VPMS"	"PRD"	"RDS Web Access server"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA065"	"SAEUA065"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"VPMS"	"PRD"	"RDS Licensing server"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"1"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"SAEUA066"	"SAEUA066"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"BAST"	"PRD"	"PSMP Tier1 BASTION"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_NIX"	""	"W3B - Prod patched during week-end"	""	
"SAEUA067"	"SAEUA067"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"BAST"	"PRD"	"HTML5 GW CyberArk"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_NIX"	""	"W3B - Prod patched during week-end"	""	
"SAEUA068"	"SAEUA068"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"BAST"	"PRD"	"PSM Tier 1 Test"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"SAEUA070"	"SAEUA070"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"BAST"	"PRD"	"PSM Tier 1"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W3A - Prod patched during night or week-end"	""	
"SAEUA096"	"SAEUA096"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"MIDL"	"PRD"	"Talend Cloud Enterprise (Remote Engine & Runtime)"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"WSPECA - Prod patched during specific hours/days Last Thursday of the month between 10am & 12pm (CEST time)"	"-"	
"SAEUA097"	"SAEUA097"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"HTTP"	"PRD"	"Zscaler NanoLogServer"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"No"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Network"	""	"N/A - Not Applicable"	""	
"SAEUA106"	"SAEUA106"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"SRHT"	"PRD"	"Payroll - Roquette Path / ADP connexion HRP"	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	"CORP_ADP_France"	"WSPECA - Prod which patched on specific hours/days"	""	
"SAEUA59"	"SAEUA59"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"AZUR"	"PRD"	"AAD Connect passive"	"High"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W3C - Prod which patched on Sunday"	""	
"SAEUA69"	"SAEUA69"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"FIZZ"	"PRD"	"FIZZ solution. A dedicated web server for R&D Sensory analysis in LABS for FIZZ3"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W3B"	"-"	
"SAEUA69\IIS"	"SAEUA69\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"FIZZ"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUA86"	"SAEUA86"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"FIZZ"	"PRD"	"FIZZ RDS Host"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL2 - 24/5"	"A0"	"Low"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W3B - Prod patched during week-end"	""	
"SAEUA89"	"SAEUA89"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"MIDL"	"KLIF"	"Talend Cloud Enterprise (Remote Engine & Runtime)"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Low"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W2A - Non Prod without specific procedure"	""	
"SAEUD012"	"SAEUD012"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"RECH"	"DEV"	"GLUCORAM"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL4 - Specific (Shutdown each evening)"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W2A - Non Prod without specific procedure"	""	
"SAEUD012\MSSQLSERVER"	"SAEUD012\MSSQLSERVER"	"In production"	"DATABASE INSTANCE"	"Roquette"	"MSSQL"	"RECH"	"DEV"	"-"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL4 - Specific (Shutdown each evening)"	"A0"	"Low"	"0"	"CORP_ISC_SQL"	"CORP_ADM_SYS"	""	""	
"SAEUD012\SQLExpress"	"SAEUD012\SQLExpress"	"In production"	"DATABASE INSTANCE"	"Roquette"	"MSSQL"	"RECH"	"DEV"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL4 - Specific (shutdown each evening)"	"A0"	"Low"	"0"	"CORP_ISC_SQL"	"CORP_ADM_SYS"	""	""	
"SAEUD012\SQLEXPRESS_TSS"	"SAEUD012\SQLEXPRESS_TSS"	"In production"	"DATABASE INSTANCE"	"Roquette"	"MSSQL"	"RECH"	"DEV"	"-"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL4 - Specific (Shutdown each evening)"	"A0"	"Low"	"0"	"CORP_ISC_SQL"	"CORP_ADM_SYS"	""	""	
"SAEUD013"	"SAEUD013"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"KRON"	"DEV"	"Application/Web Server"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W2A - Non Prod without specific procedure"	""	
"SAEUD013\IIS"	"SAEUD013\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"HRESS"	"DEV"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUD014"	"SAEUD014"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"KRON"	"DEV"	"HRESS Web"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W2A - Non Prod without specific procedure"	""	
"SAEUD014\HRE10151"	"SAEUD014\HRE10151"	"In production"	"DATABASE INSTANCE"	"Roquette"	"MSSQL"	"HRESS"	"DEV"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Average"	"0"	"CORP_ISC_SQL"	""	""	""	
"SAEUD014\IIS"	"SAEUD014\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"HRESS"	"DEV"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUD015"	"SAEUD015"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"SSIS MRR"	"KLIF"	"SSIS MRR DEV"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W2A - Non Prod without specific procedure"	""	
"SAEUD015\IIS"	"SAEUD015\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SSIS MRR"	"KLIF"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUD015\SSIAEU60"	"SAEUD015\SSIAEU60"	"In production"	"DATABASE INSTANCE"	"Roquette"	"MSSQL"	"SSIS / MRR"	"KLIF"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Average"	"0"	"CORP_ISC_SQL"	""	""	""	
"SAEUD016"	"SAEUD016"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"QLIK"	"DEV"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W2B - Non Prod with specific procedure"	""	
"SAEUD027"	"SAEUD027"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"COFI / MRR"	"DEV"	"MRR DEV"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W2A - Non Prod without specific procedure"	""	
"SAEUD027\IIS"	"SAEUD027\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"COFI / MRR"	"DEV"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUD034"	"SAEUD034"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"QLIK"	"KLIF"	"Self Service server"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL1 - 24/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W2B - Non Prod with specific procedure"	""	
"SAEUD036"	"SAEUD036"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"CCLOG"	"DEV"	"CCLOG - DEV Server"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"WSPECB"	""	
"SAEUD036\IIS"	"SAEUD036\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"CCLOG"	"DEV"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUD038"	"SAEUD038"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"DATAL"	"KLIF"	"AZure Data Factory and CI/CD Agent"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W2A - Non Prod without specific procedure"	""	
"SAEUD051"	"SAEUD051"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"QLIK"	"DEV"	"Nprinting server used by SB/DEV/KLIF environment"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W2A - Non Prod without specific procedure"	""	
"SAEUD054"	"SAEUD054"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"TMES"	"DEV"	"Aspen MES Server"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL2 - 24/5"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W2A - Non Prod without specific procedure"	""	
"SAEUD054\IIS"	"SAEUD054\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"TMES"	"DEV"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL2 - 24/5"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUD055"	"SAEUD055"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"TMES"	"DEV"	"MES DB Server"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL2 - 24/5"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W2A - Non Prod without specific procedure"	""	
"SAEUD056"	"SAEUD056"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"TMES"	"DEV"	"Aspen One Web Server"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL2 - 24/5"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	""	"W2A - Non Prod without specific procedure"	""	
"SAEUD056\IIS"	"SAEUD056\IIS"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"TMES"	"DEV"	""	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"None"	"AVAIL2 - 24/5"	"None"	"Low"	"0"	"CORP_ISC_Wintel"	""	""	""	
"SAEUD061"	"SAEUD061"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"SRHT"	"PRD"	"SAP-HRC HANA DB"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_NIX"	"CORP_FUNC_HR"	"W2B - Non Prod with specific procedure"	""	
"SAEUD062"	"SAEUD062"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"SRHT"	"PRD"	"SAP-HRC AS"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_NIX"	"CORP_FUNC_HR"	"W2B - Non Prod with specific procedure"	""	
"SAEUD085"	"SAEUD085"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"MIDL"	"DEV"	"Talend Cloud Enterprise (Remote Engine & Runtime)"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix\Azure Monitor"	"AVAIL3 - 8/18 - 5/7"	"A0"	"None"	"0"	"CORP_ISC_Wintel"	"CORP_ADM_SYS"	"W2A - Non Prod without specific procedure"	""	
"SAEUD090"	"SAEUD090"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"SRHT"	"PRD"	"SAP-HRD HANA DB"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_NIX"	"CORP_FUNC_HR"	"W2B - Non Prod with specific procedure"	""	
"SAEUD091"	"SAEUD091"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"SRHT"	"PRD"	"SAP-HRD AS"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_NIX"	"CORP_FUNC_HR"	"W2B - Non Prod with specific procedure"	""	
"SAEUD093"	"SAEUD093"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"SRHT"	"PRD"	"SAP-HRQ HANA DB"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_NIX"	"CORP_FUNC_HR"	"W2B - Non Prod with specific procedure"	""	
